測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風速(m/s),降水量(mm),日照時數(小時)
臺北,2014/10/6,01:00:00 PM,1016.4,26.8,59,5.4,0,0.3
臺北,2014/10/6,12:00:00 PM,1017.1,25.7,60,4.1,0,0.1
臺北,2014/10/6,11:00:00 AM,1017.3,26.1,62,4.2,0,0.1
臺北,2014/10/6,10:00:00 AM,1018,25.8,64,3.8,0,0.4
臺北,2014/10/6,09:00:00 AM,1017.9,25.4,66,4.2,0,0.1
臺北,2014/10/6,08:00:00 AM,1017.4,24.9,66,2.9,0,0
臺北,2014/10/6,07:00:00 AM,1016.5,24.7,67,3.2,0,0
臺北,2014/10/6,06:00:00 AM,1015.9,24.6,68,3.8,0,0
臺北,2014/10/6,05:00:00 AM,1015.8,24.5,69,3.2,0,0
臺北,2014/10/6,04:00:00 AM,1015.4,24.5,68,2.7,0,
臺北,2014/10/6,03:00:00 AM,1015.4,23.9,72,3,0,
臺北,2014/10/6,02:00:00 AM,1015.5,23.6,73,1.2,0,
臺北,2014/10/6,01:00:00 AM,1015.7,24.4,68,1.6,0,
臺北,2014/10/6,12:00:00 AM,1017.2,22.2,77,1.6,0,
臺北,2014/10/5,11:00:00 PM,1016.1,24.8,68,3.1,0,
臺北,2014/10/5,10:00:00 PM,1016.2,25.1,66,3,0,
臺北,2014/10/5,09:00:00 PM,1015.9,25.2,65,3.3,0,
臺北,2014/10/5,08:00:00 PM,1015.2,25.1,67,3.3,0,
臺北,2014/10/5,07:00:00 PM,1014.6,25.2,67,2.5,0,
臺北,2014/10/5,06:00:00 PM,1014,25.3,67,1.9,0,0
臺北,2014/10/5,05:00:00 PM,1013.4,25.7,67,2.3,0,0
臺北,2014/10/5,04:00:00 PM,1012.8,26.6,65,2.4,0,0.2
臺北,2014/10/5,03:00:00 PM,1012.3,27.3,63,2,0,0.6
臺北,2014/10/5,02:00:00 PM,1012.2,27.2,62,3.1,0,0.4
臺北,2014/10/5,01:00:00 PM,1012.6,27.2,64,2.9,0,0.5
臺北,2014/10/5,12:00:00 PM,1012.7,26.2,63,1.9,0,0.1
臺北,2014/10/5,11:00:00 AM,1013.4,26.7,63,4.2,0,0.1
臺北,2014/10/5,10:00:00 AM,1013.5,27.4,61,1.6,0,0.1
臺北,2014/10/5,09:00:00 AM,1013.5,25.7,67,3.1,0,0.5
臺北,2014/10/5,08:00:00 AM,1013,24.3,71,1.3,0,0
臺北,2014/10/5,07:00:00 AM,1012.6,24.3,72,1.5,0,0
臺北,2014/10/5,06:00:00 AM,1012.2,24.1,70,0.7,0,0
臺北,2014/10/5,05:00:00 AM,1012.1,24.4,69,0.6,0,0
臺北,2014/10/5,04:00:00 AM,1011.8,24.3,71,2.7,0,
臺北,2014/10/5,03:00:00 AM,1011.5,23.7,75,1,0,
臺北,2014/10/5,02:00:00 AM,1011.6,24.7,68,0.3,0,
臺北,2014/10/5,01:00:00 AM,1011.6,25,67,1.4,0,
臺北,2014/10/5,12:00:00 AM,1016.2,24.8,64,1.7,0,
臺北,2014/10/4,11:00:00 PM,1012.1,25.1,66,2.9,0,
臺北,2014/10/4,10:00:00 PM,1012.4,24.9,68,2.2,0,
臺北,2014/10/4,09:00:00 PM,1012.3,24.9,66,1.7,0,
臺北,2014/10/4,08:00:00 PM,1012.1,24.9,65,1.8,0,
臺北,2014/10/4,07:00:00 PM,1011.5,25.1,64,2.5,0,
臺北,2014/10/4,06:00:00 PM,1010.7,25,63,1.8,0,0
臺北,2014/10/4,05:00:00 PM,1010.4,25.1,62,1.9,0,0
臺北,2014/10/4,04:00:00 PM,1010.2,25.4,63,2.8,0,0
臺北,2014/10/4,03:00:00 PM,1010,26.2,63,3.7,0,0.2
臺北,2014/10/4,02:00:00 PM,1010,25.7,64,2.1,0,0.1
臺北,2014/10/4,01:00:00 PM,1010.1,25.7,63,1.8,0,0
臺北,2014/10/4,12:00:00 PM,1011,25.1,65,2.7,0,0.1
臺北,2014/10/4,11:00:00 AM,1011.4,25.7,63,3,0,0
臺北,2014/10/4,10:00:00 AM,1011.8,26,63,3,0,0.1
臺北,2014/10/4,09:00:00 AM,1012.2,24.8,64,2.6,0,0
臺北,2014/10/4,08:00:00 AM,1012.2,23.6,69,2,0,0
臺北,2014/10/4,07:00:00 AM,1012,23,69,1.3,0,0
臺北,2014/10/4,06:00:00 AM,1011.3,23.1,69,1,0,0
臺北,2014/10/4,05:00:00 AM,1010.9,23.1,62,1.9,0,0
臺北,2014/10/4,04:00:00 AM,1010.9,24,60,0.5,0,
臺北,2014/10/4,03:00:00 AM,1010.7,24,60,2.5,0,
臺北,2014/10/4,02:00:00 AM,1010.8,24.1,65,2.5,0,
臺北,2014/10/4,01:00:00 AM,1011,24.4,65,1.9,0,
臺北,2014/10/4,12:00:00 AM,1011.8,25,67,1.2,0,
臺北,2014/10/3,11:00:00 PM,1011.4,24.6,63,0.8,0,
臺北,2014/10/3,10:00:00 PM,1011.7,25.2,60,1.6,0,
臺北,2014/10/3,09:00:00 PM,1011.7,25.5,64,1.6,0,
臺北,2014/10/3,08:00:00 PM,1011.8,25.3,65,2.8,0,
臺北,2014/10/3,07:00:00 PM,1011.2,25.4,64,1.9,0,
臺北,2014/10/3,06:00:00 PM,1010.7,26.2,65,2.2,0,0
臺北,2014/10/3,05:00:00 PM,1010,26.4,63,2.5,0,0
臺北,2014/10/3,04:00:00 PM,1009.8,26.7,67,3,0,0.1
臺北,2014/10/3,03:00:00 PM,1009.6,26.9,66,2.7,0,0.1
臺北,2014/10/3,02:00:00 PM,1009.1,27.8,66,1.8,0,0
臺北,2014/10/3,01:00:00 PM,1009.8,27.2,67,4.5,0,0.6
臺北,2014/10/3,12:00:00 PM,1010,27.3,66,2.8,0,0
臺北,2014/10/3,11:00:00 AM,1010.4,27.4,68,2.6,0,0
臺北,2014/10/3,10:00:00 AM,1010.7,27,65,3.8,0,0.3
臺北,2014/10/3,09:00:00 AM,1010.9,26.5,68,3.6,0,0.2
臺北,2014/10/3,08:00:00 AM,1010.7,26.7,72,3.3,0,0.7
臺北,2014/10/3,07:00:00 AM,1010.2,24.8,78,2.2,0,0.9
臺北,2014/10/3,06:00:00 AM,1009.6,23.9,77,1.4,0,0.6
臺北,2014/10/3,05:00:00 AM,1008.9,23.9,78,0.3,0,0
臺北,2014/10/3,04:00:00 AM,1008.3,24.1,76,0.7,0,
臺北,2014/10/3,03:00:00 AM,1008.7,24.2,76,0.9,0,
臺北,2014/10/3,02:00:00 AM,1009.1,24.7,77,1.8,0,
臺北,2014/10/3,01:00:00 AM,1009.1,25.1,76,1.3,0,
臺北,2014/10/3,12:00:00 AM,1010.9,24.2,63,1.4,0,
臺北,2014/10/2,11:00:00 PM,1009.7,25,76,1.3,0,
臺北,2014/10/2,10:00:00 PM,1010.3,25.5,74,1.5,0,
臺北,2014/10/2,09:00:00 PM,1010.5,25.8,71,2.7,0,
臺北,2014/10/2,08:00:00 PM,1010.3,25.9,73,2.5,0,
臺北,2014/10/2,07:00:00 PM,1009.3,26,74,2.6,0,
臺北,2014/10/2,06:00:00 PM,1008.7,26.4,72,3.7,0,0
臺北,2014/10/2,05:00:00 PM,1008.6,27,69,3.8,0,0
臺北,2014/10/2,04:00:00 PM,1008.4,28.2,69,3.7,0,0.9
臺北,2014/10/2,03:00:00 PM,1007.6,29.2,68,4.1,0,1
臺北,2014/10/2,02:00:00 PM,1008,29.5,67,3,0,0.9
臺北,2014/10/2,01:00:00 PM,1008.6,28.6,68,3,0,0.4
臺北,2014/10/2,12:00:00 PM,1008.9,30.3,67,3.2,0,0.2
臺北,2014/10/2,11:00:00 AM,1009.7,29.7,67,3.7,0,0.7
臺北,2014/10/2,10:00:00 AM,1010.3,28.5,74,1.6,0,0.1
臺北,2014/10/2,09:00:00 AM,1010.6,28.2,78,2.8,0,0.6
臺北,2014/10/2,08:00:00 AM,1010.8,27.2,80,1.6,0,0.9
臺北,2014/10/2,07:00:00 AM,1010.6,25.8,83,1.9,0,1
臺北,2014/10/2,06:00:00 AM,1010.2,25.3,82,1.1,0,0.3
臺北,2014/10/2,05:00:00 AM,1009.8,25.4,83,1.5,0,0
臺北,2014/10/2,04:00:00 AM,1009.7,25.5,83,1.9,0,
臺北,2014/10/2,03:00:00 AM,1009.9,25.8,82,2,0,
臺北,2014/10/2,02:00:00 AM,1010.3,26,82,3.6,0,
臺北,2014/10/2,01:00:00 AM,1011,25.8,83,2.4,0,
臺北,2014/10/2,12:00:00 AM,1009.4,25,75,2.5,0,
臺北,2014/10/1,11:00:00 PM,1012,26.2,81,2.2,0,
臺北,2014/10/1,10:00:00 PM,1012.3,26.3,81,2.1,0,
臺北,2014/10/1,09:00:00 PM,1012.3,26.3,81,3,0,
臺北,2014/10/1,08:00:00 PM,1012.1,26.4,80,1.8,0,
臺北,2014/10/1,07:00:00 PM,1011.6,26.3,80,2.5,0,
臺北,2014/10/1,06:00:00 PM,1011.2,26.4,79,3.3,0,0
臺北,2014/10/1,05:00:00 PM,1010.7,26.6,78,3,0,0
臺北,2014/10/1,04:00:00 PM,1010.5,27.1,76,3.8,0,0.1
臺北,2014/10/1,03:00:00 PM,1010.4,27.8,76,4.2,0,0
臺北,2014/10/1,02:00:00 PM,1010.8,27.4,77,4.1,0,0.3
臺北,2014/10/1,01:00:00 PM,1011.2,27.9,77,3.7,0,0
臺北,2014/10/1,12:00:00 PM,1012,26.9,79,3.4,0,0.2
臺北,2014/10/1,11:00:00 AM,1012.4,26.5,83,3.5,0,0.1
臺北,2014/10/1,10:00:00 AM,1013,25.7,85,2.4,0,0
臺北,2014/10/1,09:00:00 AM,1013.1,25.5,84,2.2,1,0
臺北,2014/10/1,08:00:00 AM,1012.8,25.9,84,3.3,0,0
臺北,2014/10/1,07:00:00 AM,1012.7,25.8,84,2.4,0,0
臺北,2014/10/1,06:00:00 AM,1012.3,25.2,85,2.3,0,0
臺北,2014/10/1,05:00:00 AM,1012.1,26,81,3,0,0
臺北,2014/10/1,04:00:00 AM,1012.1,26.4,79,3,0,
臺北,2014/10/1,03:00:00 AM,1011.6,26.6,79,3.3,0,
臺北,2014/10/1,02:00:00 AM,1012,26.6,80,3.2,0,
臺北,2014/10/1,01:00:00 AM,1012.2,26.3,83,2.7,0,
臺北,2014/10/1,12:00:00 AM,1011.5,25.9,82,2.5,0,
臺北,2014/9/30,11:00:00 PM,1013,26,85,2.2,0,
臺北,2014/9/30,10:00:00 PM,1013.4,26.8,80,2.6,0,
臺北,2014/9/30,09:00:00 PM,1013.3,26.9,80,3.8,0,
臺北,2014/9/30,08:00:00 PM,1012.9,26.8,80,3.3,0,
臺北,2014/9/30,07:00:00 PM,1012.7,26.7,82,4.2,0,
臺北,2014/9/30,06:00:00 PM,1012,28.1,74,5,1,0
臺北,2014/9/30,05:00:00 PM,1011.3,28.4,72,4.1,0,0
臺北,2014/9/30,04:00:00 PM,1010.5,29.2,73,4.9,0,0.6
臺北,2014/9/30,03:00:00 PM,1009.9,30,69,6.7,0,1
臺北,2014/9/30,02:00:00 PM,1009.4,31.3,66,5.5,0,0.9
臺北,2014/9/30,01:00:00 PM,1009.9,31.3,68,5.1,0,1
臺北,2014/9/30,12:00:00 PM,1010.2,32.2,67,4.7,0,1
臺北,2014/9/30,11:00:00 AM,1011.5,32.8,64,4,0,1
臺北,2014/9/30,10:00:00 AM,1012,31.2,68,2,0,1
臺北,2014/9/30,09:00:00 AM,1012.1,29.9,69,2.2,0,0.9
臺北,2014/9/30,08:00:00 AM,1012.1,27.5,75,1.1,0,1
臺北,2014/9/30,07:00:00 AM,1011.3,25.6,76,1.1,0,1
臺北,2014/9/30,06:00:00 AM,1010.9,25.1,77,2.3,0,0.7
臺北,2014/9/30,05:00:00 AM,1010.5,25.3,74,0.9,0,0
臺北,2014/9/30,04:00:00 AM,1009.9,25.6,73,1.3,0,
臺北,2014/9/30,03:00:00 AM,1009.8,25.7,78,2.4,0,
臺北,2014/9/30,02:00:00 AM,1009.5,26.1,78,1.6,0,
臺北,2014/9/30,01:00:00 AM,1009.7,26.4,77,1.4,0,
臺北,2014/9/30,12:00:00 AM,1012.9,26.3,83,1.2,0,
臺北,2014/9/29,11:00:00 PM,1009.8,27.2,78,3.2,1,
臺北,2014/9/29,10:00:00 PM,1009.9,27.5,76,1,0,
臺北,2014/9/29,09:00:00 PM,1010.3,27.3,76,1.3,0,
臺北,2014/9/29,08:00:00 PM,1009.9,27.7,76,2.5,0,
臺北,2014/9/29,07:00:00 PM,1009.5,27.8,75,1.8,0,
臺北,2014/9/29,06:00:00 PM,1009.2,28,73,2.7,0,0
臺北,2014/9/29,05:00:00 PM,1008.9,29.2,71,3.2,0,0
臺北,2014/9/29,04:00:00 PM,1008.4,31.5,69,3.8,0,0.8
臺北,2014/9/29,03:00:00 PM,1008,33.2,62,1.6,0,0.9
臺北,2014/9/29,02:00:00 PM,1007.9,32.9,62,0.7,0,0.9
臺北,2014/9/29,01:00:00 PM,1008.3,33.5,63,1.6,0,0.9
臺北,2014/9/29,12:00:00 PM,1008.9,32.7,64,0.7,0,0.9
臺北,2014/9/29,11:00:00 AM,1010.1,31.7,68,0.9,0,0.9
臺北,2014/9/29,10:00:00 AM,1011,29.9,71,0.8,0,0.9
臺北,2014/9/29,09:00:00 AM,1011.5,27.3,70,0.6,0,0.9
臺北,2014/9/29,08:00:00 AM,1011.6,25.7,70,0.6,0,0.1
臺北,2014/9/29,07:00:00 AM,1011.2,24.1,77,1.1,0,0
臺北,2014/9/29,06:00:00 AM,1010.7,23.9,75,1.4,0,0
臺北,2014/9/29,05:00:00 AM,1010.3,24.1,76,1.3,0,0
臺北,2014/9/29,04:00:00 AM,1009.8,24.4,79,1.6,0,
臺北,2014/9/29,03:00:00 AM,1009.6,24.9,77,1.5,0,
臺北,2014/9/29,02:00:00 AM,1010,25.1,75,2.3,0,
臺北,2014/9/29,01:00:00 AM,1010.3,25.1,75,1.7,0,
臺北,2014/9/29,12:00:00 AM,1010,27.1,77,2,0,
臺北,2014/9/28,11:00:00 PM,1011,25.4,77,0.2,0,
臺北,2014/9/28,10:00:00 PM,1011.3,25.8,75,2.9,0,
臺北,2014/9/28,09:00:00 PM,1011.7,26.1,75,3.1,0,
臺北,2014/9/28,08:00:00 PM,1011.6,26.5,74,2.6,0,
臺北,2014/9/28,07:00:00 PM,1011.1,26.5,74,3.5,0,
臺北,2014/9/28,06:00:00 PM,1010.6,27.1,73,4.8,0,0
臺北,2014/9/28,05:00:00 PM,1010.3,28,70,4.4,0,0.2
臺北,2014/9/28,04:00:00 PM,1010.2,29.3,67,4.1,0,0.8
臺北,2014/9/28,03:00:00 PM,1009.7,30.4,66,5.1,0,0.9
臺北,2014/9/28,02:00:00 PM,1009.7,30.3,64,4.2,0,1
臺北,2014/9/28,01:00:00 PM,1010.5,31.4,62,4.4,0,1
臺北,2014/9/28,12:00:00 PM,1011,31.2,62,3.2,0,1
臺北,2014/9/28,11:00:00 AM,1011.8,30.3,67,3.6,0,0.9
臺北,2014/9/28,10:00:00 AM,1012.6,29.8,69,1.9,0,1
臺北,2014/9/28,09:00:00 AM,1012.8,28.1,77,3.4,0,0.9
臺北,2014/9/28,08:00:00 AM,1012.7,27,82,2.5,0,0.8
臺北,2014/9/28,07:00:00 AM,1012.4,25.3,81,2.5,0,1
臺北,2014/9/28,06:00:00 AM,1011.8,24.8,83,1.6,0,0.2
臺北,2014/9/28,05:00:00 AM,1011.3,24.8,82,2.5,0,0
臺北,2014/9/28,04:00:00 AM,1011,24.8,81,2.1,0,
臺北,2014/9/28,03:00:00 AM,1011.1,25.2,80,1.5,0,
臺北,2014/9/28,02:00:00 AM,1011.3,25.3,78,1.9,0,
臺北,2014/9/28,01:00:00 AM,1011.5,25.4,79,1.5,0,
臺北,2014/9/28,12:00:00 AM,1010.7,25.2,76,1.6,0,
臺北,2014/9/27,11:00:00 PM,1012.4,26,76,2.4,0,
臺北,2014/9/27,10:00:00 PM,1012.7,26,76,1.9,0,
臺北,2014/9/27,09:00:00 PM,1012.7,26.1,74,2.2,0,
臺北,2014/9/27,08:00:00 PM,1012.6,26.4,73,3.3,0,
臺北,2014/9/27,07:00:00 PM,1012.3,26.9,71,4.3,0,
臺北,2014/9/27,06:00:00 PM,1011.7,27.2,69,3.3,0,0
臺北,2014/9/27,05:00:00 PM,1011.4,28.2,62,3.9,0,0.2
臺北,2014/9/27,04:00:00 PM,1011.2,29,64,4.9,0,0.8
臺北,2014/9/27,03:00:00 PM,1011.3,29.4,70,4.6,0,1
臺北,2014/9/27,02:00:00 PM,1011.2,29.9,72,6.3,0,1
臺北,2014/9/27,01:00:00 PM,1012,30.8,70,5.1,0,0.9
臺北,2014/9/27,12:00:00 PM,1012.5,30.9,70,3.8,0,1
臺北,2014/9/27,11:00:00 AM,1013.2,30.9,70,3.2,0,0.6
臺北,2014/9/27,10:00:00 AM,1013.6,29.5,73,0.9,0,0.7
臺北,2014/9/27,09:00:00 AM,1014,27.7,76,0.5,0,0.7
臺北,2014/9/27,08:00:00 AM,1014.2,26.3,77,0.7,0,0.3
臺北,2014/9/27,07:00:00 AM,1013.6,25.5,79,0.8,0,0.2
臺北,2014/9/27,06:00:00 AM,1012.6,25,79,1.4,0,0.2
臺北,2014/9/27,05:00:00 AM,1012,25.1,78,0.7,0,0
臺北,2014/9/27,04:00:00 AM,1011.5,25.5,75,0.9,0,
臺北,2014/9/27,03:00:00 AM,1011.1,26.3,72,2.1,0,
臺北,2014/9/27,02:00:00 AM,1011.2,26.1,74,1.3,0,
臺北,2014/9/27,01:00:00 AM,1011.7,25.9,75,2.2,0,
臺北,2014/9/27,12:00:00 AM,1011.9,25.8,77,2.5,0,
臺北,2014/9/26,11:00:00 PM,1012.3,26.1,76,1.8,0,
臺北,2014/9/26,10:00:00 PM,1012.6,26.3,76,2.3,0,
臺北,2014/9/26,09:00:00 PM,1012.7,26.4,76,3.3,0,
臺北,2014/9/26,08:00:00 PM,1012.6,26.5,77,2.5,0,
臺北,2014/9/26,07:00:00 PM,1012,27,72,3.7,0,
臺北,2014/9/26,06:00:00 PM,1011.4,27.2,74,4.1,0,0
臺北,2014/9/26,05:00:00 PM,1010.9,28,73,4.9,0,0
臺北,2014/9/26,04:00:00 PM,1010.9,29.1,72,4,0,0.6
臺北,2014/9/26,03:00:00 PM,1010.5,29.6,72,3.9,0,0.9
臺北,2014/9/26,02:00:00 PM,1010.5,30.2,71,4.9,0,0.9
臺北,2014/9/26,01:00:00 PM,1011,31.4,70,4.4,0,1
臺北,2014/9/26,12:00:00 PM,1011.7,31.2,71,2.5,0,0.9
臺北,2014/9/26,11:00:00 AM,1012.7,30.1,73,2.4,0,0.5
臺北,2014/9/26,10:00:00 AM,1013.1,29.2,77,2.5,0,0.9
臺北,2014/9/26,09:00:00 AM,1013.5,27.7,80,2.8,0,0.5
臺北,2014/9/26,08:00:00 AM,1013.3,26.9,83,2.2,0,0
臺北,2014/9/26,07:00:00 AM,1013,26.1,85,2.4,0,0
臺北,2014/9/26,06:00:00 AM,1012.3,25.9,86,3,0,0
臺北,2014/9/26,05:00:00 AM,1011.9,26.1,86,1.6,0,0
臺北,2014/9/26,04:00:00 AM,1011.5,26.4,84,2.2,0,
臺北,2014/9/26,03:00:00 AM,1011.5,26.5,82,1.1,0,
臺北,2014/9/26,02:00:00 AM,1011.7,26.6,82,3.4,0,
臺北,2014/9/26,01:00:00 AM,1012,26.5,83,3,0,
臺北,2014/9/26,12:00:00 AM,1012.3,26,76,3.3,0,
臺北,2014/9/25,11:00:00 PM,1012.6,26.4,84,2.6,0,
臺北,2014/9/25,10:00:00 PM,1012.8,26.8,82,2.7,0,
臺北,2014/9/25,09:00:00 PM,1012.8,27.4,79,3.5,0,
臺北,2014/9/25,08:00:00 PM,1012.4,27.3,80,3,0,
臺北,2014/9/25,07:00:00 PM,1012,27.5,80,4.6,0,
臺北,2014/9/25,06:00:00 PM,1011.7,27.8,79,4.3,0,0
臺北,2014/9/25,05:00:00 PM,1011,28.3,78,3.8,0,0
臺北,2014/9/25,04:00:00 PM,1010.6,29.2,76,3.1,0,0
臺北,2014/9/25,03:00:00 PM,1010.5,29.7,77,3.2,0,0.6
臺北,2014/9/25,02:00:00 PM,1010.4,29.7,76,4.3,0,0.4
臺北,2014/9/25,01:00:00 PM,1010.9,30.3,72,3.7,0,0
臺北,2014/9/25,12:00:00 PM,1011.7,32.3,68,3.1,0,0
臺北,2014/9/25,11:00:00 AM,1012.5,31.6,69,0.7,0,0.8
臺北,2014/9/25,10:00:00 AM,1013.1,30.8,71,1,0,0.8
臺北,2014/9/25,09:00:00 AM,1013.5,29,79,1.3,0,1
臺北,2014/9/25,08:00:00 AM,1012.9,27.3,84,1.7,0,0.6
臺北,2014/9/25,07:00:00 AM,1012.7,25.2,85,1.6,0,1
臺北,2014/9/25,06:00:00 AM,1012.3,24.3,88,1.5,0,0.7
臺北,2014/9/25,05:00:00 AM,1011.8,24.2,88,0.2,0,0
臺北,2014/9/25,04:00:00 AM,1011.7,24.6,86,1,0,
臺北,2014/9/25,03:00:00 AM,1011.5,24.6,89,2.1,0,
臺北,2014/9/25,02:00:00 AM,1011.6,24.8,88,1.4,0,
臺北,2014/9/25,01:00:00 AM,1011.8,25.2,87,1.1,0,
臺北,2014/9/25,12:00:00 AM,1012.4,26.4,83,1.1,0,
臺北,2014/9/24,11:00:00 PM,1012.3,25.5,84,3.7,0,
臺北,2014/9/24,10:00:00 PM,1012.3,25.7,88,1.6,1,
臺北,2014/9/24,09:00:00 PM,1012.3,25.6,86,0.7,0,
臺北,2014/9/24,08:00:00 PM,1012.2,25.7,85,1.7,0,
臺北,2014/9/24,07:00:00 PM,1011.6,25.7,87,2.6,1,
臺北,2014/9/24,06:00:00 PM,1011.1,25.9,86,1.1,2,0
臺北,2014/9/24,05:00:00 PM,1011.1,26.5,88,1.5,0,0
臺北,2014/9/24,04:00:00 PM,1010.3,28.1,78,2.2,2,0
臺北,2014/9/24,03:00:00 PM,1009.7,28.6,78,0.2,0,0
臺北,2014/9/24,02:00:00 PM,1009.9,29,82,1.7,0,0
臺北,2014/9/24,01:00:00 PM,1010.2,28.4,85,1.2,1,0.2
臺北,2014/9/24,12:00:00 PM,1010.9,29.6,81,1.7,2,0
臺北,2014/9/24,11:00:00 AM,1011.3,30.1,84,1.4,0,0.1
臺北,2014/9/24,10:00:00 AM,1012,28.3,89,1.2,0,0.2
臺北,2014/9/24,09:00:00 AM,1012.3,27.5,92,0.7,0,0
臺北,2014/9/24,08:00:00 AM,1011.9,26.5,95,0.5,0,0
臺北,2014/9/24,07:00:00 AM,1011.2,25.8,95,0.6,0,0
臺北,2014/9/24,06:00:00 AM,1010.3,25.7,96,1.3,0,0
臺北,2014/9/24,05:00:00 AM,1009.9,25.6,96,0.9,0,0
臺北,2014/9/24,04:00:00 AM,1009.6,25.6,95,1.6,1,
臺北,2014/9/24,03:00:00 AM,1009.5,26.2,94,1.4,5,
臺北,2014/9/24,02:00:00 AM,1009.5,26.3,94,1.3,1,
臺北,2014/9/24,01:00:00 AM,1009.9,26.6,94,0.9,1,
臺北,2014/9/24,12:00:00 AM,1011.8,25.3,89,0.9,0,
臺北,2014/9/23,11:00:00 PM,1009.7,26.9,93,1.1,0,
臺北,2014/9/23,10:00:00 PM,1009.7,26.6,93,1.1,0,
臺北,2014/9/23,09:00:00 PM,1009.8,27,92,0.9,0,
臺北,2014/9/23,08:00:00 PM,1009.3,27,93,1.3,0,
臺北,2014/9/23,07:00:00 PM,1008.8,26.9,92,0.8,0,
臺北,2014/9/23,06:00:00 PM,1008.2,27.2,89,1.8,1,0
臺北,2014/9/23,05:00:00 PM,1007.7,27.2,90,1.3,1,0
臺北,2014/9/23,04:00:00 PM,1007,27,91,0.8,0,0
臺北,2014/9/23,03:00:00 PM,1007,27.6,85,1.6,10,0
臺北,2014/9/23,02:00:00 PM,1006.7,31.3,74,1.6,4,0
臺北,2014/9/23,01:00:00 PM,1007.1,31.3,77,1.9,0,0
臺北,2014/9/23,12:00:00 PM,1007.4,32,74,0.9,0,0.2
臺北,2014/9/23,11:00:00 AM,1008.4,30.8,76,1.6,0,0.8
臺北,2014/9/23,10:00:00 AM,1008.8,29.4,78,1.5,0,0.1
臺北,2014/9/23,09:00:00 AM,1008.7,28.7,80,0.9,0,0
臺北,2014/9/23,08:00:00 AM,1008.3,28.5,83,1.3,0,0.4
臺北,2014/9/23,07:00:00 AM,1007.8,26.9,88,0.7,0,0.5
臺北,2014/9/23,06:00:00 AM,1007.1,26.8,88,0.8,0,0
臺北,2014/9/23,05:00:00 AM,1006.6,26.7,89,0.3,0,0
臺北,2014/9/23,04:00:00 AM,1006.3,27.1,87,1,0,
臺北,2014/9/23,03:00:00 AM,1006,27.1,86,0.7,0,
臺北,2014/9/23,02:00:00 AM,1005.9,27.2,86,0.9,0,
臺北,2014/9/23,01:00:00 AM,1006.4,27.2,86,0.4,0,
臺北,2014/9/23,12:00:00 AM,1010,26.8,93,0.6,0,
臺北,2014/9/22,11:00:00 PM,1006.4,27.5,83,0.6,0,
臺北,2014/9/22,10:00:00 PM,1006.4,27.8,81,0.4,0,
臺北,2014/9/22,09:00:00 PM,1006.5,27.7,82,0.5,0,
臺北,2014/9/22,08:00:00 PM,1005.8,27.7,82,0.4,0,
臺北,2014/9/22,07:00:00 PM,1005.2,28.1,80,1.4,0,
臺北,2014/9/22,06:00:00 PM,1004.5,28.3,79,0.5,0,0
臺北,2014/9/22,05:00:00 PM,1004.4,28.7,77,2.2,0,0
臺北,2014/9/22,04:00:00 PM,1004,29.1,78,0.3,0,0
臺北,2014/9/22,03:00:00 PM,1003.8,29.1,78,0.4,0,0
臺北,2014/9/22,02:00:00 PM,1004.1,29.4,79,1,0,0
臺北,2014/9/22,01:00:00 PM,1004.2,29.2,82,1.8,0,0.2
臺北,2014/9/22,12:00:00 PM,1004.9,27.5,88,1.3,0,0.3
臺北,2014/9/22,11:00:00 AM,1005,27.8,89,1.7,0,0.2
臺北,2014/9/22,10:00:00 AM,1006,25.4,95,1.9,1,0.2
臺北,2014/9/22,09:00:00 AM,1005.9,25.1,95,1.6,6,0
臺北,2014/9/22,08:00:00 AM,1005.2,25.5,91,2.1,7,0
臺北,2014/9/22,07:00:00 AM,1003.7,25.5,91,1.5,1,0
臺北,2014/9/22,06:00:00 AM,1002.6,25.5,93,2.6,5,0
臺北,2014/9/22,05:00:00 AM,1001.3,25.2,94,2.7,17,0
臺北,2014/9/22,04:00:00 AM,999.7,25.3,94,2.8,37,
臺北,2014/9/22,03:00:00 AM,999.8,25.8,90,3.1,20,
臺北,2014/9/22,02:00:00 AM,998.8,27.3,86,5.1,6,
臺北,2014/9/22,01:00:00 AM,998,26.5,90,2.8,0,
臺北,2014/9/22,12:00:00 AM,1006.3,27.3,85,3,0,
臺北,2014/9/21,11:00:00 PM,997.1,25.9,91,1,0,
臺北,2014/9/21,10:00:00 PM,997.6,25.8,94,4.9,7,
臺北,2014/9/21,09:00:00 PM,997.9,25.7,86,1.7,10,
臺北,2014/9/21,08:00:00 PM,998.2,25.7,83,2.2,26,
臺北,2014/9/21,07:00:00 PM,998.5,25.6,82,1.8,3,
臺北,2014/9/21,06:00:00 PM,998.7,25.6,81,4.4,4,0
臺北,2014/9/21,05:00:00 PM,997.6,27.5,71,4.9,5,0
臺北,2014/9/21,04:00:00 PM,997.6,28.9,64,5.5,0,0
臺北,2014/9/21,03:00:00 PM,996.7,29.9,58,6.2,0,0
臺北,2014/9/21,02:00:00 PM,996.5,28.8,64,4.6,0,0
臺北,2014/9/21,01:00:00 PM,997.1,28.5,66,6.4,0,0
臺北,2014/9/21,12:00:00 PM,996.9,32.7,50,6.2,0,0
